judul,artis,lirik
20 Takte,Hiob,takte  takte zum thron aus deutschlands kapitolich mach es kurz ich hr dein tape und werf es wegnach dem ersten trackhol den pathologen fr ein foto du kopieich schick dich zu den homes nach moabitdu bist weak und auf koka wie groe politikrap ist tot rap ist hochmotiviertverwechsel rap nicht mit dir kidrap ist zu komplex fr dich wie lesenfdc steppt an den tresenbattle pberg und wie amputieren dir die extremittenhebt die hnde denn ich will euch entertainenich torpediere dein ohr ohne ein wort zu verlieren wie pornografiedu onanierst wenn mein tape in deinem walkman rotiertmodels schlrfen mein' morgenurin fr den teint  vmanbitches geht in deckungzu viele propagieren das mittelma wie echoich drck auf record und propagiere rap aus ostberlinmeskalin  wir dekorieren dir deine baggyjeans mit einem tagverdammt ich geb kein' f ich lebe rap strictly untergrundrap takte zum thron am mannschaftswagen stoppengesucht sind micro und zwei abgefuckte ostleraus der stadtbekannten possedu kennst sie nicht du bist ein ganz schn krasses opferder mann aus wedding und die zwei nachbarschaftsgenossenmachen deine olle feucht wir haben alles was sie wollen plusunseren sachverstand verdoppelt den waffenschrank durchforstetverwerfe alle deine hoffnung auf deine langgeplante plattedein leben war optik wir bring' die achterbahn zum stoppenihr seid lange genug ber die trapprennbahn getrottetwir treiben deutschrap untergruppen weiterunter unserer leitung mit zuckerbrot und peitscheich werdet platt gemacht wie marktwirtschafthat dieses attentat gefordert  vmannbastelt an der bombe  microtransportiert das material im koffer  mr serchdas personal wird brachial erschossendrei kamikazes alle mann an bordwir beschallen jede einzelne gassemenschen schreien und platzen   takte takte zum thron jetzt siehst du wie ich wtend werdelass blo das mikro liegendu machst mich krank wie nikotinwenn sie im fernsehen deine musikvideos spielenich sag es dir nur pass auf wie du dich artikulierstbevor du deinen guten ruf auf der strae verlierstdu kriegst einen harten schlag in die nierenbevor ich dir mit einer scharfen rasierklinge die genitalien kastrierean tagen wie diesen werd ich mit vaseline die nymphomanische triebedeiner verdammten schlampe befriedigenwenn wir uns im schlafzimmer amsierenlutscht sie meinen dreckigen schwanz bis ihre zhne karies kriegenes gibt keine andere alternativeum mich zu stoppen musst du mich erst mit einer scharfen knarre erschieenich hab  takte geschrieben und hab es bewiesendass ich in allen kategorien ein genialer mc binich kapituliere nie meine artillerie schietmit vollem magazin auf dein gecastetes dreamteamdenn ihr seht aus wie eine gehirnamputierte affenfamilieim versuchslabor der parfmerie
Motyl,RonDie (PL),motyl lyricschciabym mie zwierztko a najlepiej to motylabo motyl ma skrzyda jest waleczny jak atillanie chce adnych kotw ani pieskw czy te myszymotyl jest najlepszy nie sycha wcale jak dyszy yeahty no jest w pokoju ja podpale se motylaowieci mi w bloku jak pochodnia co dzie trzymamotyl mi pomoe w kadej sytuacjijak nie ma pienidzy to na pewno co zaatwija te chce motylawe sie nie spinaja tak to rodzinaim te dam motyladobra teraz powiem prawde ja nie chce motylawole muche no bo mucha wicej tu wytrzymaza niedugo bde paka e nie chciaem wai do koca ycia bde mwi e decyzja cikamoe jednak ja zostane przy motylu piknymco sie budzi i odfruwa razem z rankiem ciepymmoe jednak ja zostane przy owadzie cudnymniechaj on pomoe dzisiaj przy kryzysie trudnym
Kangen (Ku Kan Datang),Dewa 19,kangen ku kan datang kut'rima suratmu t'lah kubaca dan aku mengertibetapa merindunya dirimu akan hadirnya dirikudi dalam hariharimu bersama lagikau tanyakan padakukapan aku akan kembali lagikatamu kau tak kuasa melawangejolak di dalam dadayang membara menahan rasapertemuan kita nanti saat kau ada di sisikusemua kata rindumu semakin membuatku tak berdayamenahan rasa ingin jumpapercayalah padaku akupun rindu kamuku akan pulangmelepas semua kerinduan yang terpendamkau tuliskan padaku kata cinta yang manis dalam suratmukau katakan padaku saat ini kuingin hangat pelukmudan belai lembut kasihmutakkan kulupa s'lamanya saat bersama dirimusemua kata rindumu semakin membuatku tak berdayamenahan rasa ingin jumpapercayalah padaku akupun rindu kamuku akan pulangmelepas semua kerinduan yang terpendamjangan katakan cintamenambah beban rasasudah simpan saja sedihmu ituku akan datangsemua kata rindumu semakin membuatku tak berdayamenahan rasa ingin jumpapercayalah padaku akupun rindu kamuku akan pulangmelepas semua kerinduan yang terpendam
Kamulah Satu-Satunya,Dewa 19,kamulah satusatunya laras hati berkelana iris janjimengukir bisikanbisikan memacu hasratdesirdesir mimpi isyaratkan legit duniakamulah satusatunyayang ternyata mengerti akumaafkan aku selama iniyang sedikit melupakanmusegala santun yang kau endap di jiwakutak terisap dulukini kecapkan sesalkuanyaman cintamu terkoyak buram matakukamulah satusatunyayang ternyata mengerti akumaafkan aku selama iniyang sedikit melupakanmularas hati alirkan diri kembalimembujur tubuhkusejuk pangkuan dirimutak ingin terbungkusterbungkus penyesalanpuingpuing janjikukupugar kembali untukmusegala denyut nadi memanggilkamulah satusatunyakamulah satusatunyakamulah satusatunyakamulah satusatunyamaafkanlah aku selama inikamulah satusatunyayang ternyata mengerti akumaafkan aku selama iniyang sedikit melupakanmupuingpuing janjikukupugar kembali untukmusegala denyut nadi memanggilkamulah satusatunyakamulah satusatunyayang ternyata mengerti akumaafkan aku selama iniyang sedikit melupakanmupuingpuing janjikukupugar kembali untukmusegala denyut nadi memanggilkamulah satusatunya
Tak Kan Ada Cinta Yang Lain,Dewa 19,tak kan ada cinta yang lain haruskah kuulangi lagikata cintaku padamuyakinkan dirimumasihkah terlintas di dadakeraguanmu itususahkan hatimutak akan ada cinta yang lainpastikan cintaku hanya untukmupernahkah terbersit olehmuakupun takut kehilangan dirimuingatkah satu bait kenangancerita cinta kita tak mungkin terlupabuang semua angan mulukmu itupercaya takdir kitaaku cinta padamutak akan ada cinta yang lainpastikan cintaku hanya untukmupernahkah terbersit olehmuakupun takut kehilangan dirimuakankah nanti terulang lagijalinan cinta semudengar bisikkubukalah mata hatimutak akan ada cinta yang lainpastikan cintaku hanya untukmupernahkah terbersit olehmuakupun takut kehilangantak akan ada cinta yang lainpastikan cintaku hanya untukmupernahkah terbersit olehmuakupun takut kehilangan dirimu
Aku Milikmu,Dewa 19,aku milikmu terdengar lirih bisikanmudiantara bayangbayangmuterucap kata cintayang dulu tersimpandan tak mau pergimungkinkah kumilikicinta seperti ini lagijangan biarkan akukehilangan dirimucoba dengarkanlah sumpahku janji sucidari hati aku cinta kamujangan dengar kata merekayang tak ingin kita satuyakinkan aku milikmuaku milikmujalinan cinta tulus suciterpadu terikat eratjangan terpisah lagiwaktu 'kan mengujicinta kita berduamungkinkah kumilikicinta seperti ini lagijangan biarkan akukehilangan dirimucoba dengarkanlah sumpahku janji sucidari hati aku cinta kamujangan dengar kata merekayang tak ingin kita satuyakinkan aku milikmuaku milikmusekejap cinta terlahirnamun jadi sebuah ceritayang tak mungkin terlupakuukir dihatidan tak mau pergimungkinkah kumilikicinta seperti ini lagijangan biarkan akukehilangan dirimucoba dengarkanlah sumpahku janji sucidari hati aku cinta kamujangan dengar kata merekayang tak ingin kita satuyakinkan aku milikmuaku milikmu
Dewi,Dewa 19,dewi dewi aku mohon beri kesempatan'tuk bisa menebus dosaku kepadamumaafkanlah aku yang menyakitimuaku tidak pernah menyangka bisa beginidewi dengarkanlahdewi kaulah hidupkuaku cinta padamu sampai matidewi belahlah dadakuagar kau tahu agar kau mengertisemua terjadi begitu sajatak ada serius antara dia dan akutidak ada cinta dan tak ada hatihanya karena aku lelaki dan dia wanitadewi dengarkanlahdewi kaulah hidupkuaku cinta padamu sanpai matidewi belahlah dadakuagar kau tahu agar kau mengertidewi dengarkanlahdewi kaulah hidupkuaku cinta padamu sanpai matidewi belahlah dadakuagar kau tahu agar kau mengertidewi kaulah hidupkuaku cinta padamu sanpai matidewi belahlah dadakuagar kau tahu agar kau mengertiaku cinta padamu sanpai matidewi belahlah dadakuagar kau tahu agar kau mengerti
Satu Hati (Kita Semestinya),Dewa 19,satu hati kita semestinya lyricsmelati maafkan aku lagi ternyata tak semudah di anganmencoba untuk bertahandi sela pertengkaran yang terjadimengapa satu rasa berlari mengejar segala perbedaanyang seharusnya tak adadi batas bening jiwakita semestinyasatu hati meraih cintajangan ada lagiperbedaanakupun masih berharapkaupun mencoba 'tuk sempurnakan dirimenghadapi cobaandan godaan yang datangkita semestinyasatu hati meraih cintajangan ada lagiperbedaansatu hati kita harussatu hati kita haruskita harus satu hatisatu hati kita haruskita harus satu hatisatu hati kita harussatu hati kita haruskita harus satu hatisatu hati kita haruskita harus satu hatisatu hati kita harussatu hati kita harusmelati semoga sajalangkah yang t'lah kutempuh saat inimenjadi embun penyejukhati kita berdua saat inidan tak akan ada lagiperdebatan yang panjangkita semestinyasatu hati meraih cintajangan ada lagiperbedaansatu hati semestinyasatu hati semestinyasemestinya
Selimut Hati,Dewa 19,selimut hati aku 'kan menjadi malammalammu'kan menjadi mimpimimpimudan selimuti hatimu yang bekuaku 'kan menjadi bintangbintangmu'kan selalu menyinarimudan menghapus rasa rindumu yang piluaku bisa untuk menjadi apa yang kau mintauntuk menjadi apa yang kau impikantapi ku tak bisa menjadi dirinyaaku 'kan menjadi embun pagimuyang kan menyejukkan jiwamudan kan membasuh hatimu yang layuaku bisa untuk menjadi apa yang kau mintauntuk menjadi apa yang kau impikantapi ku tak bisa menjadi dirinyatinggalkan sejenak lalumuberi sedikit waktukepadaku 'tuk meyakinkanmuaku 'kan menjadi malammalammu'kan menjadi mimpimimpimudan selimuti hatimuselimuti hatimuselimuti hatimuselimuti hatimuselimuti hatimuselimuti hatimuselimuti hatimuselimuti hatimu
Larut,Dewa 19,larut mungkin aku pernah juga merasakan cintatapi tak pernah seindah inimungkin aku juga pernah merasakan rindutapi tak pernah sedalam inimungkin kamu takkan pernah percayabahwa sesungguhnya aku telah terjatuhkuakui aku telah larutlarut ke dalamkamu yang kucintaimungkin kamu takkan pernah percayabahwa sesungguhnya aku telah terjatuhkuakui aku telah larutdan kuakui aku telah larutlarut ke dalamlarut ke dalamkamu yang kucintailarut ke kamukuakui aku telah larutdan kuakui aku telah larutlarut ke dalamlarut ke dalamkamu yang kucintailarut ke kamu
Aku Disini Untukmu,Dewa 19,aku disini untukmu lyricsmelayang kau caricari artiyang pasti tak kan kautemuitak perlu kau nilainilai semuabiarlah semua adanyakau coba merabaraba hatiwarna gejolak di sinialirkan semua rahasiataburkan dalam suasanatak usah kau cari makna hadirnya dirikuaku di sini untukmumungkin memberi arti cinta pada dirimuaku di sini untukmutak usah kau tanyatanya lagicoba kau hayati peranmulupakan sekilas esok harisemua telah terjadiaku dan dirimutenggelam dalam asadan tak ingin laritanggalkan rasa inicobalah entaskanpastikan lepas atau terussemoga perih terbang tinggi di awantak usah kau cari makna hadirnya dirikuaku di sini untukmumungkin memberi arti cinta pada dirimuaku di sini untukmulepaskan sejenak berat beban di pundakmuaku disini untukmupastikan terjawab semua ragu di cintamuaku di sini untukmutak usah kau cari makna hadirnya dirikuaku di sini untukmukau coba merabaraba hatiwarna gejolak di sinialirkan semua rahasiataburkan dalam suasana
Sedang Ingin Bercinta,Dewa 19,sedang ingin bercinta setiap ada kamu mengapa jantungkuberdetak lebih kencangseperti genderang mau perangsetiap ada kamu mengapa darahkumengalir lebih cepat dari ujung kaki ke ujung kepalasetiap ada kamu otakku berpikirbagaimana caranya untuk berdua bersama kamuaku sedang ingin bercinta karenamungkin ada kamu di sini aku inginaku sedang ingin bercinta karenamungkin ada kamu di sini aku inginsetiap ada kamu mengapa jantung iniberdetak lebih kencangseperti genderang mau perangsetiap ada kamu mengapa darah inimengalir lebih cepat dari ujung kaki ke ujung kepaladi setiap ada kamu mengapa jantungku berdetakberdetak dengan lebih kencang seperti genderang mau perangdi setiap ada kamu mengapa darahku mengalirmengalir lebih cepat dari ujung kaki ke ujung kepalaaku sedang ingin bercinta karenamungkin ada kamu di sini aku inginaku sedang ingin bercinta karenamungkin ada kamu di sini aku ingindi setiap ada kamu mengapa jantungku berdetakberdetak dengan lebih kencang seperti genderang mau perangdi setiap ada kamu mengapa darahku mengalirmengalir lebih cepat dari ujung kaki ke ujung kepalaaku sedang ingin bercinta karenamungkin ada kamu di sini aku inginaku sedang ingin bercinta karenamungkin ada kamu di sini aku inginaku sedang ingin bercinta karenamungkin ada kamu di sini aku inginaku sedang ingin bercinta karenamungkin ada kamu di sini aku ingin
Dan...,Sheila On 7,dan dandan bila esok datang kembaliseperti sedia kaladimana kau bisa bercandadanperlahan kaupun lupakan akumimpi burukmudimana t'lah kutancapkan duri tajamkaupun menangis menangis sedihmaafkan akudanbukan maksudku bukan inginkumelukaimu sadarkah kau di sini 'ku pun terlukamelupakanmu menepikanmumaafkan akulupakanlah saja dirikubila itu bisa membuatmu kembali bersinardan berpijar seperti dulu kalacaci maki saja dirikubila itu bisa membuatmu kembali bersinardan berpijar seperti dulu kaladanbukan maksudku bukan inginkumelukaimu sadarkah kau di sini 'ku pun terlukamelupakanmu menepikanmumaafkan akulupakanlah saja dirikubila itu bisa membuatmu kembali bersinardan berpijar seperti dulu kalacaci maki saja dirikubila itu bisa membuatmu kembali bersinardan berpijar seperti dulu kalalupakanlah saja dirikubila itu bisa membuatmu kembali bersinardan berpijar seperti dulu kalacaci maki saja dirikubila itu bisa membuatmu kembali bersinardan berpijar seperti dulu kala
Film Favorit,Sheila On 7,film favorit terkadang hidup menggariskan misteriyang takkan pernah bisa aku pahamiseperti aku yang tak pernah berhentimencari celah menaklukan hatimereka bilang cobalah kau sadarimisteri ini harusnya disudahiaku mencoba sederhanakan iniagar semua orang memahamisama seperti di film favoritmusemua cara akan kucobawalau peran yang aku mainkanbukan pemeran utamanyakarena mereka tak ikut merasakanindahnya hidup jatuh hati padamusekali lagi aku kan menjelaskanberhenti bukan pilihan bagiku ohsama seperti di film favoritmusemua cara akan kucobawalau peran yang aku mainkanbukan pemeran utamanyananananananananananananasama seperti di film favoritmusemua cara akan kucoba ahahahwalau peran yang aku mainkanbukan pemeran utamanyasama seperti di film favoritmuaku takkan pernah menyerah ahahahahtak peduli yang aku mainkan aku mainkanaku mainkanbukan pemeran utamanyananananananananana nanana nananananana nanana nanana nananaoh
Sebuah Kisah Klasik,Sheila On 7,sebuah kisah klasik jabat tangankumungkin untuk yang terakhir kalikita berbincangtentang memori di masa itupeluk tubuhkuusapkan juga air matakukita terharuseakan tidak bertemu lagibersenangsenanglahkarena hari ini yang kan kita rindukandi hari nantisebuah kisah klasik untuk masa depanbersenangsenanglahkarena waktu ini yang kan kita banggakandi hari tuasampai jumpa kawankusemoga kita selalumenjadi sebuah kisah klasikuntuk masa depansampai jumpa kawankusemoga kita selalumenjadi sebuah kisah klasikuntuk masa depanbersenangsenanglahkarena hari ini yang kan kita rindukandi hari nanti oohsampai jumpa kawankusemoga kita selalumenjadi sebuah kisah klasikuntuk masa depansampai jumpa kawankusemoga kita selalumenjadi sebuah kisah klasikuntuk masa depanmungkin dirikumasih ingin bersama kalianmungkin jiwakumasih haus sanjungan kalian
Seberapa Pantas,Sheila On 7,seberapa pantas seberapa pantaskah kau untuk kutunggucukup indahkah dirimu untuk selalu kunantikanmampukan kau hadir dalam setiap mimpi burukkumampukah kita bertahan di saat kita jauhseberapa hebat kau untuk kubanggakancukup tangguhkah dirimu untuk selalu kuandalkanmampukah kau bertahan dengan hidupku yang malangsanggupkah kau menyakinkan di saat aku bimbangcelakanyahanya kaulah yang benarbenar aku tungguhanya kaulah yang benarbenar memahamikukau pergi dan hilang ke mana pun kau sukacelakanyahanya kaulah yang pantas untuk kubanggakanhanya kaulah yang sanggup untuk aku andalkandi antara pedih aku selalu menantimuseberapa hebat kau untuk kubanggakancukup tangguhkah dirimu untuk selalu kuandalkanmampukah kau bertahan dengan hidupku yang malangsanggupkah kau menyakinkan di saat aku bimbangmungkin kini kau telah menghilang tanpa jejakmengubur semua indah kenangantapi aku selalu menunggumu di sinibila saja kau berubah pikirancelakanyahanya kaulah yang benarbenar aku tungguhanya kaulah yang benarbenar memahamikukau pergi dan hilang ke mana pun kau sukacelakanyahanya kaulah yang pantas untuk kubanggakanhanya kaulah yang sanggup untuk aku andalkandi antara pedih aku selalu menantimu
Anugerah Terindah Yang Pernah Kumiliki,Sheila On 7,anugerah terindah yang pernah kumiliki melihat tawamumendengar senandungmuterlihat jelas di matakuwarnawarna indahmumenatap langkahmumeratapi kisah hidupmuterlihat jelas bahwa hatimuanugerah terindah yang pernah kumilikiwohoohwooh wooh woohhosifatmu nan s'laluredakan ambisikutepikan khilafkudari bunga yang layusaat kau di sisikukembali dunia ceriategaskan bahwa kamuanugerah terindah yang pernah kumilikiohohhoohwoohhoohwoohhohoohwohoohbelai lembut jarimusejuk tatap wajahmuhangat peluk janjimu wohobelai lembut jarimusejuk tatap wajahmuhangat peluk janjimuanugerah terindah yang pernah kumilikiwohoohwohooh wooh woohhowoohhohowoohhohobelai lembut jarimusejuk tatap wajahmuhangat peluk janjimu wohobelai lembut jarimusejuk tatap wajahmu huhuhangat peluk janjimuanugerah terindah yang pernah kumiliki
